f_preferred_name,Fe,Fe_err,C,C_err,O,O_err,Mg,Mg_err,Si,Si_err,S,S_err,Ca,Ca_err,Ti,Ti_err,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,
HIP 68581 ,0.13 ,0.04 ,,,,,0.13 ,0.07 ,0.05 ,0.05 ,,,0.12 ,0.06 ,0.20 ,0.05 ,210.5949255 ,-27.4297758 ,-102.722 ,-60.737 ,-61.936 ,134.45 ,thin ,K2/3III ,5.47 ,1.331 ,-14.20 ,-14.40 ,3.50 ,4340.0 ,2.21 ,,23.59 ,
HIP 68586 ,0.31 ,0.04 ,0.30 ,0.09 ,0.20 ,0.09 ,0.25 ,0.07 ,0.31 ,0.05 ,0.27 ,0.09 ,0.26 ,0.06 ,0.28 ,0.05 ,210.6074172 ,-69.5895422 ,-24.766 ,-14.651 ,-77.330 ,82.51 ,thin ,G5IV ,8.31 ,0.692 ,-75.60 ,-38.70 ,21.40 ,5666.3 ,3.99 ,1.03 ,1.70 ,
HIP 68590 ,0.01 ,0.04 ,,,,,0.07 ,0.07 ,0.04 ,0.05 ,,,0.03 ,0.06 ,0.00 ,0.05 ,210.6214248 ,43.9892346 ,-252.275 ,-149.322 ,282.990 ,407.46 ,N/A ,K5 ,8.73 ,1.018 ,,,,4892.0 ,,,10.78 ,
HIP 68593 ,0.05 ,0.03 ,0.06 ,0.02 ,0.05 ,0.04 ,0.03 ,0.01 ,0.02 ,0.02 ,-0.19 ,0.09 ,0.11 ,0.03 ,0.03 ,0.02 ,210.6318263 ,31.6608581 ,-28.754 ,-17.027 ,20.607 ,39.26 ,thin ,F8 ,7.16 ,0.563 ,-13.60 ,-9.60 ,6.10 ,6148.7 ,4.35 ,1.17 ,1.17 ,
HIP 68594 ,-2.67 ,0.28 ,-2.94 ,1.28 ,-1.72 ,1.30 ,-2.18 ,1.48 ,-2.35 ,1.50 ,-2.16 ,0.09 ,-2.42 ,1.46 ,-2.52 ,1.35 ,210.6326896 ,9.6860957 ,-199.349 ,-118.048 ,39.544 ,235.03 ,thick ,G8:III:Fe-5 ,6.18 ,0.853 ,-120.30 ,-192.10 ,9.40 ,4710.7 ,1.18 ,,29.72 ,
HIP 68598 ,-0.30 ,0.02 ,-0.17 ,0.08 ,,,-0.29 ,0.07 ,-0.27 ,0.05 ,,,-0.22 ,0.06 ,-0.13 ,0.05 ,210.6357038 ,-52.6448648 ,-28.844 ,-17.083 ,-43.918 ,55.25 ,thin ,G8V ,9.70 ,0.797 ,-61.60 ,6.20 ,-13.10 ,5300.0 ,4.44 ,0.92 ,0.75 ,
HIP 35846 ,-0.06 ,0.16 ,-0.22 ,0.07 ,-0.34 ,0.08 ,0.06 ,0.05 ,0.04 ,0.04 ,0.07 ,0.09 ,0.06 ,0.06 ,-0.02 ,0.08 ,110.8687971 ,25.0505313 ,-15.720 ,41.233 ,20.625 ,48.71 ,thin ,G8II ,5.04 ,0.902 ,-10.10 ,-2.70 ,-14.40 ,5057.3 ,2.64 ,,7.21 ,
HIP 101382 ,-0.62 ,0.18 ,,,,,-0.40 ,0.22 ,-0.28 ,0.04 ,,,-0.48 ,0.12 ,-0.40 ,0.10 ,308.2151753 ,41.8984863 ,10.153 ,-12.895 ,14.725 ,22.05 ,thin ,G9V ,7.08 ,0.796 ,-29.30 ,-2.00 ,41.10 ,5127.8 ,4.11 ,0.86 ,1.11 ,
HD 161285a ,-0.22 ,0.14 ,,,,,-0.34 ,0.07 ,-0.30 ,0.05 ,,,-0.30 ,0.06 ,-0.32 ,0.05 ,265.0753916 ,63.6753660 ,-2.594 ,-30.105 ,61.072 ,68.14 ,N/A ,,,,,,,6072.0 ,,,,
HIP 68619 ,0.06 ,0.04 ,0.14 ,0.05 ,0.17 ,0.16 ,0.12 ,0.03 ,0.08 ,0.03 ,0.08 ,0.01 ,0.08 ,0.07 ,0.06 ,0.07 ,210.6984378 ,3.5455288 ,-62.247 ,-36.957 ,4.485 ,72.53 ,thin ,F8/G0IV ,7.54 ,0.594 ,-40.80 ,-61.70 ,-16.90 ,5996.8 ,4.01 ,1.10 ,2.00 ,
HIP 3086 ,-0.07 ,0.14 ,-0.02 ,0.06 ,0.03 ,0.16 ,0.05 ,0.13 ,-0.05 ,0.07 ,-0.02 ,0.09 ,-0.05 ,0.12 ,0.02 ,0.15 ,9.8052675 ,3.1339248 ,48.527 ,8.387 ,2.696 ,49.32 ,thick ,G3V ,7.34 ,0.633 ,-182.20 ,-57.40 ,49.90 ,5802.0 ,4.13 ,,1.56 ,
HIP 3092 ,0.16 ,0.04 ,,,0.01 ,0.09 ,0.43 ,0.07 ,0.29 ,0.22 ,1.25 ,0.09 ,0.33 ,0.06 ,0.20 ,0.05 ,9.8316830 ,30.8610162 ,27.362 ,4.742 ,16.594 ,32.35 ,thin ,K3III ,3.27 ,1.268 ,-7.10 ,-23.40 ,-6.10 ,4707.2 ,1.97 ,,,
HIP 3093 ,0.19 ,0.07 ,0.29 ,0.23 ,0.02 ,0.20 ,0.19 ,0.14 ,0.18 ,0.09 ,0.14 ,0.27 ,0.17 ,0.18 ,0.21 ,0.14 ,9.8408558 ,21.2504758 ,10.156 ,1.762 ,4.009 ,11.06 ,thin ,K0V ,5.88 ,0.850 ,40.00 ,-19.70 ,8.70 ,5280.0 ,4.44 ,0.90 ,0.87 ,
HIP 101399 ,0.22 ,0.06 ,0.19 ,0.02 ,0.18 ,0.22 ,0.22 ,0.06 ,0.22 ,0.04 ,0.10 ,0.09 ,0.20 ,0.02 ,0.27 ,0.04 ,308.2514508 ,-62.4963655 ,15.485 ,-19.641 ,-48.039 ,54.16 ,thin ,G5V ,8.66 ,0.738 ,-27.70 ,-43.80 ,14.40 ,5557.3 ,4.42 ,1.05 ,0.93 ,
2MASS 19172334+4412307 ,-0.11 ,0.02 ,-0.10 ,0.04 ,-0.09 ,0.07 ,-0.15 ,0.02 ,-0.12 ,0.02 ,,,-0.11 ,0.02 ,0.00 ,0.06 ,289.3472940 ,44.2085303 ,56.376 ,-160.561 ,165.533 ,237.40 ,N/A ,,,,,,,6255.3 ,4.22 ,1.20 ,1.45 ,
HIP 68634 ,-0.05 ,0.05 ,-0.11 ,0.09 ,0.05 ,0.09 ,-0.07 ,0.07 ,0.03 ,0.06 ,,,-0.02 ,0.02 ,-0.07 ,0.11 ,210.7369381 ,14.9753456 ,-22.269 ,-13.242 ,6.930 ,26.82 ,thin ,G7V ,7.12 ,0.740 ,-8.70 ,-4.40 ,-6.20 ,5435.7 ,4.43 ,0.96 ,1.06 ,
HIP 35872 ,0.14 ,0.13 ,,,,,0.06 ,0.07 ,0.20 ,0.05 ,,,0.08 ,0.06 ,0.14 ,0.05 ,110.9461093 ,12.9647186 ,-8.347 ,21.806 ,5.375 ,23.96 ,thin ,K3-V ,8.19 ,0.959 ,-15.70 ,-60.00 ,-3.20 ,4882.9 ,4.50 ,0.79 ,0.83 ,
HD 211512 ,-0.03 ,0.04 ,,,,,0.03 ,0.07 ,-0.05 ,0.05 ,,,0.00 ,0.06 ,0.16 ,0.05 ,333.7210761 ,70.0013882 ,89.971 ,-44.425 ,275.707 ,293.40 ,N/A ,,,,,,,5032.4 ,,,9.79 ,
HIP 3119 ,0.17 ,0.02 ,0.19 ,0.10 ,0.19 ,0.03 ,0.16 ,0.06 ,0.12 ,0.01 ,-0.04 ,0.09 ,0.21 ,0.01 ,0.16 ,0.04 ,9.9196035 ,11.5322806 ,47.708 ,8.343 ,9.882 ,49.43 ,thin ,F8 ,7.43 ,0.538 ,-30.00 ,-21.10 ,-3.70 ,6222.0 ,4.33 ,1.21 ,1.30 ,
HIP 68662 ,-0.60 ,0.04 ,-0.32 ,0.09 ,-0.10 ,0.09 ,-0.29 ,0.07 ,-0.35 ,0.05 ,,,-0.43 ,0.06 ,-0.39 ,0.05 ,210.8346383 ,70.2880996 ,-120.276 ,-71.797 ,390.960 ,415.30 ,N/A ,K5 ,7.74 ,1.438 ,,,,4533.7 ,,,33.12 ,
BD+60 00600 ,0.38 ,0.04 ,,,,,0.51 ,0.07 ,0.43 ,0.05 ,,,0.58 ,0.06 ,0.29 ,0.05 ,44.7103492 ,60.9531444 ,44.178 ,43.734 ,111.931 ,128.03 ,N/A ,,,,,,,5689.0 ,3.95 ,1.02 ,2.31 ,
HIP 101434 ,-0.17 ,0.04 ,,,,,0.19 ,0.07 ,0.12 ,0.05 ,,,-0.06 ,0.06 ,0.00 ,0.05 ,308.3538921 ,69.6715250 ,54.246 ,-68.554 ,235.967 ,251.64 ,N/A ,K0 ,7.65 ,1.408 ,,,,4194.4 ,,,19.19 ,
HIP 3132 ,-0.29 ,0.16 ,0.09 ,0.09 ,-0.01 ,0.08 ,-0.04 ,0.22 ,-0.14 ,0.06 ,0.00 ,0.03 ,-0.08 ,0.22 ,-0.20 ,0.16 ,9.9468758 ,82.4937628 ,4.278 ,0.750 ,32.965 ,33.25 ,thin ,F9V((metal-weak)) ,6.38 ,0.551 ,34.60 ,-22.00 ,0.60 ,5920.8 ,4.14 ,1.08 ,1.53 ,
HIP 35902 ,0.16 ,0.03 ,-0.03 ,0.09 ,,,0.22 ,0.07 ,0.17 ,0.05 ,,,0.28 ,0.06 ,0.39 ,0.05 ,111.0192034 ,-40.0460671 ,-11.414 ,29.705 ,-26.746 ,41.57 ,thin ,K3.5V ,9.76 ,1.070 ,-23.50 ,21.50 ,11.20 ,4748.0 ,4.33 ,0.77 ,0.77 ,
HIP 101438 ,-0.16 ,0.04 ,-0.40 ,0.09 ,-0.25 ,0.09 ,-0.11 ,0.07 ,-0.06 ,0.05 ,,,-0.19 ,0.06 ,-0.21 ,0.05 ,308.3604176 ,52.8040630 ,126.403 ,-159.707 ,268.373 ,336.91 ,thin ,K5 ,7.64 ,1.160 ,-4.50 ,7.90 ,4.10 ,4564.8 ,,,17.80 ,
2MASS 19142829+4805542 ,-0.09 ,0.04 ,-0.19 ,0.09 ,-0.22 ,0.09 ,-0.08 ,0.07 ,-0.12 ,0.05 ,,,-0.09 ,0.06 ,-0.04 ,0.05 ,288.6178784 ,48.0983890 ,264.134 ,-784.049 ,922.039 ,1238.81 ,N/A ,,,,,,,5374.0 ,4.36 ,0.96 ,0.91 ,
HIP 3142 ,-0.35 ,0.03 ,,,-0.37 ,0.09 ,-0.25 ,0.02 ,-0.34 ,0.02 ,,,-0.28 ,0.06 ,-0.33 ,0.02 ,9.9909310 ,-33.9614497 ,32.788 ,5.776 ,-22.424 ,40.14 ,thin ,F9Vm-1 ,6.68 ,0.519 ,-43.70 ,-49.30 ,12.00 ,6156.7 ,4.11 ,1.16 ,1.57 ,
HIP 101446 ,-0.04 ,0.04 ,-0.29 ,0.09 ,-0.25 ,0.09 ,-0.10 ,0.07 ,-0.23 ,0.05 ,,,-0.04 ,0.06 ,-0.10 ,0.05 ,308.4047728 ,1.2692532 ,72.049 ,-90.888 ,2.570 ,116.01 ,thin ,G8IV ,8.06 ,0.924 ,-6.70 ,8.10 ,-17.50 ,5042.0 ,3.32 ,,4.45 ,
HIP 68682 ,0.04 ,0.06 ,0.20 ,0.23 ,-0.04 ,0.04 ,0.04 ,0.10 ,0.02 ,0.08 ,0.17 ,0.20 ,0.06 ,0.06 ,0.01 ,0.11 ,210.8847538 ,10.7867616 ,-14.315 ,-8.562 ,3.178 ,16.98 ,thin ,G6V ,6.27 ,0.733 ,16.00 ,-14.00 ,-17.00 ,5484.3 ,4.41 ,0.97 ,0.95 ,
HIP 101467 ,-0.10 ,0.06 ,-0.32 ,0.06 ,-0.18 ,0.10 ,0.09 ,0.08 ,-0.05 ,0.08 ,0.24 ,0.09 ,-0.06 ,0.09 ,-0.11 ,0.05 ,308.4523073 ,41.7726586 ,42.640 ,-53.698 ,61.248 ,91.94 ,thin ,K0III-IV ,6.50 ,0.994 ,23.80 ,-2.40 ,-16.90 ,4913.0 ,2.74 ,,7.62 ,
HIP 35935 ,0.04 ,0.01 ,,,,,-0.07 ,0.07 ,0.26 ,0.05 ,,,0.05 ,0.06 ,0.07 ,0.05 ,111.1184898 ,6.1502530 ,-150.095 ,388.607 ,44.890 ,419.00 ,N/A ,G9:IIIBa1 ,7.94 ,1.166 ,,,,4745.1 ,,,19.86 ,
HIP 3169 ,0.03 ,0.04 ,0.00 ,0.09 ,0.08 ,0.09 ,-0.02 ,0.07 ,0.00 ,0.02 ,,,0.06 ,0.06 ,0.05 ,0.04 ,10.1017184 ,-7.6566537 ,65.910 ,11.742 ,-9.000 ,67.55 ,thin ,F8V ,7.43 ,0.571 ,-18.00 ,-50.10 ,-4.90 ,6064.2 ,4.10 ,1.15 ,1.78 ,
HIP 3170 ,-0.24 ,0.10 ,-0.15 ,0.07 ,-0.12 ,0.09 ,-0.13 ,0.12 ,-0.20 ,0.03 ,-0.31 ,0.04 ,-0.14 ,0.07 ,-0.18 ,0.08 ,10.1069578 ,-59.4546018 ,12.483 ,2.225 ,-21.488 ,24.95 ,thin ,G0VFe-0.9CH-0.4 ,5.89 ,0.564 ,-110.00 ,-18.00 ,-35.40 ,6103.3 ,4.24 ,1.12 ,1.40 ,
HIP 101477 ,-0.01 ,0.04 ,,,,,-0.01 ,0.07 ,0.09 ,0.05 ,,,0.04 ,0.06 ,0.02 ,0.05 ,308.4794691 ,-44.5160456 ,31.803 ,-40.012 ,-50.255 ,71.68 ,thin ,K0III ,5.12 ,0.999 ,3.50 ,-12.40 ,-8.70 ,4924.5 ,2.81 ,,10.42 ,
HIP 3174 ,0.20 ,0.04 ,0.26 ,0.09 ,0.06 ,0.09 ,0.37 ,0.07 ,0.20 ,0.05 ,0.25 ,0.09 ,0.18 ,0.06 ,0.18 ,0.05 ,10.1143307 ,16.5797300 ,65.660 ,11.713 ,19.857 ,69.59 ,N/A ,G0 ,8.24 ,0.677 ,,,,5817.4 ,4.11 ,1.04 ,1.56 ,
HIP 3179 ,0.01 ,0.04 ,-0.32 ,0.09 ,-0.01 ,0.09 ,0.05 ,0.07 ,0.34 ,0.05 ,0.86 ,0.09 ,-0.02 ,0.06 ,-0.08 ,0.05 ,10.1268460 ,56.5373292 ,37.980 ,6.784 ,58.372 ,69.97 ,thin ,K0-IIIa ,2.24 ,1.170 ,-11.10 ,-13.30 ,-10.80 ,5074.4 ,1.93 ,,,
HIP 3181 ,-0.15 ,0.02 ,-0.11 ,0.09 ,,,-0.09 ,0.07 ,-0.13 ,0.05 ,,,-0.06 ,0.06 ,-0.04 ,0.05 ,10.1275355 ,-27.2763498 ,47.904 ,8.557 ,-25.091 ,54.75 ,thin ,G5V ,8.80 ,0.710 ,56.60 ,-25.40 ,-18.00 ,5637.6 ,4.46 ,1.01 ,0.84 ,
HIP 3182 ,-0.25 ,0.02 ,,,0.07 ,0.09 ,-0.04 ,0.07 ,-0.14 ,0.05 ,,,-0.17 ,0.06 ,-0.09 ,0.05 ,10.1343332 ,-29.8682834 ,50.723 ,9.067 ,-29.592 ,59.42 ,thin ,G3/5V ,8.68 ,0.638 ,-46.30 ,5.10 ,-40.50 ,5744.8 ,4.32 ,1.02 ,1.13 ,
HIP 3185 ,-0.55 ,0.16 ,-0.25 ,0.26 ,-0.09 ,0.13 ,-0.24 ,0.20 ,-0.33 ,0.06 ,-0.27 ,0.09 ,-0.31 ,0.11 ,-0.27 ,0.12 ,10.1366416 ,-23.8049246 ,26.011 ,4.650 ,-11.657 ,28.88 ,thick ,K0VFe-1.5CH-1.3 ,6.14 ,0.718 ,-48.10 ,-90.20 ,40.00 ,5504.5 ,3.93 ,0.93 ,1.86 ,
HD 188282 ,0.35 ,0.04 ,0.09 ,0.09 ,-0.02 ,0.09 ,0.34 ,0.07 ,0.25 ,0.05 ,,,0.44 ,0.06 ,0.26 ,0.05 ,298.0898194 ,46.7985057 ,73.482 ,-137.678 ,166.178 ,227.97 ,N/A ,,,,,,,6027.0 ,3.91 ,1.25 ,2.74 ,
HIP 68727 ,-0.68 ,0.02 ,,,-0.43 ,0.09 ,-0.52 ,0.07 ,-0.64 ,0.05 ,,,-0.55 ,0.06 ,-0.65 ,0.05 ,211.0299651 ,-21.3136491 ,-105.430 ,-63.424 ,-48.004 ,132.07 ,thin ,F3V ,8.57 ,0.501 ,-5.80 ,48.00 ,-28.40 ,6369.0 ,4.07 ,1.25 ,1.60 ,
HIP 68737 ,0.12 ,0.04 ,,,,,0.13 ,0.07 ,0.15 ,0.05 ,,,0.12 ,0.06 ,0.04 ,0.05 ,211.0529196 ,37.1974688 ,-245.012 ,-147.526 ,217.065 ,359.04 ,N/A ,K0 ,8.43 ,1.032 ,,,,4851.0 ,,,10.95 ,
HIP 3203 ,-0.02 ,0.04 ,-0.08 ,0.07 ,-0.04 ,0.09 ,-0.05 ,0.04 ,-0.09 ,0.08 ,-0.02 ,0.04 ,-0.01 ,0.08 ,-0.04 ,0.07 ,10.1978466 ,-7.2326096 ,25.864 ,4.653 ,-3.335 ,26.49 ,thin ,G1V ,7.02 ,0.620 ,3.60 ,-6.70 ,-16.80 ,5821.0 ,4.52 ,1.06 ,0.93 ,
HIP 68739 ,0.17 ,0.03 ,-0.01 ,0.09 ,-0.09 ,0.09 ,0.51 ,0.07 ,0.51 ,0.05 ,1.50 ,0.09 ,0.29 ,0.06 ,0.26 ,0.05 ,211.0606700 ,-5.3814188 ,-85.796 ,-51.675 ,-9.435 ,100.60 ,thin ,K3III ,6.39 ,1.321 ,-7.30 ,-6.60 ,-9.20 ,4376.0 ,2.13 ,,10.92 ,
HIP 68740 ,0.08 ,0.04 ,,,,,0.28 ,0.07 ,0.18 ,0.05 ,0.85 ,0.09 ,0.14 ,0.06 ,0.09 ,0.05 ,211.0607245 ,-33.1055444 ,-261.695 ,-157.620 ,-199.193 ,364.70 ,N/A ,K0III ,9.17 ,1.071 ,,,,4763.1 ,2.49 ,,9.56 ,
HIP 3206 ,0.13 ,0.11 ,0.15 ,0.09 ,0.08 ,0.04 ,0.26 ,0.12 ,0.16 ,0.10 ,0.82 ,0.09 ,0.15 ,0.08 ,0.15 ,0.08 ,10.2052912 ,40.1871731 ,13.022 ,2.344 ,11.176 ,17.32 ,thick ,K2.5V ,7.36 ,0.937 ,17.90 ,-82.50 ,-27.40 ,4999.0 ,4.54 ,0.85 ,0.80 ,
HIP 101507 ,0.07 ,0.04 ,,,,,0.15 ,0.07 ,0.06 ,0.05 ,0.01 ,0.09 ,0.16 ,0.06 ,0.17 ,0.05 ,308.5487353 ,-13.7210913 ,19.857 ,-24.920 ,-7.780 ,32.80 ,thin ,F9VFe-0.6CH-0.3 ,6.11 ,0.543 ,-40.50 ,-8.30 ,15.40 ,6109.2 ,4.12 ,1.18 ,1.59 ,
HIP 35985 ,0.01 ,0.02 ,0.01 ,0.09 ,,,0.01 ,0.07 ,0.00 ,0.05 ,,,0.02 ,0.06 ,0.12 ,0.05 ,111.2381637 ,-38.3519733 ,-14.045 ,36.138 ,-30.677 ,49.44 ,thin ,K1/2(V) ,9.48 ,0.888 ,30.60 ,9.80 ,-9.30 ,5047.3 ,4.37 ,0.85 ,0.82 ,
2MASS 19193135+5116374 ,0.06 ,0.04 ,0.04 ,0.09 ,0.01 ,0.09 ,0.02 ,0.07 ,0.08 ,0.05 ,,,0.05 ,0.06 ,-0.02 ,0.05 ,289.8806321 ,51.2770768 ,93.472 ,-258.487 ,342.811 ,439.40 ,N/A ,,,,,,,5705.3 ,4.41 ,1.01 ,0.99 ,
HIP 35989 ,-0.26 ,0.06 ,-0.03 ,0.09 ,0.05 ,0.10 ,-0.22 ,0.07 ,-0.06 ,0.05 ,,,-0.20 ,0.06 ,-0.18 ,0.05 ,111.2470010 ,46.0996099 ,-11.642 ,29.942 ,33.383 ,46.33 ,thick ,K0.V ,9.16 ,0.814 ,-44.70 ,-45.00 ,-68.20 ,5185.0 ,4.59 ,0.89 ,0.86 ,
HIP 35992 ,0.02 ,0.02 ,-0.04 ,0.09 ,,,0.19 ,0.07 ,0.04 ,0.05 ,,,0.05 ,0.06 ,0.12 ,0.05 ,111.2499754 ,-38.3497041 ,-13.385 ,34.419 ,-29.217 ,47.09 ,thin ,K2V ,9.65 ,0.944 ,29.40 ,10.60 ,-8.20 ,4950.1 ,4.25 ,0.82 ,0.80 ,
HIP 68763 ,0.06 ,0.03 ,-0.12 ,0.09 ,-0.16 ,0.09 ,0.16 ,0.07 ,0.40 ,0.05 ,0.89 ,0.09 ,0.20 ,0.06 ,0.04 ,0.05 ,211.1124177 ,-14.9717038 ,-103.734 ,-62.607 ,-32.401 ,125.42 ,thin ,K1III+G ,6.35 ,1.081 ,-20.20 ,-15.90 ,-12.60 ,4840.8 ,2.61 ,,10.51 ,
HIP 3231 ,-0.08 ,0.03 ,-0.34 ,0.04 ,-0.36 ,0.17 ,0.05 ,0.07 ,0.00 ,0.04 ,0.31 ,0.09 ,0.01 ,0.05 ,-0.09 ,0.01 ,10.2799358 ,39.4586638 ,82.555 ,14.973 ,69.062 ,108.67 ,thin ,G8III ,5.30 ,0.891 ,9.40 ,-0.30 ,1.10 ,5072.0 ,2.62 ,,11.03 ,
HIP 3236 ,0.14 ,0.01 ,0.10 ,0.08 ,0.10 ,0.02 ,0.15 ,0.06 ,0.10 ,0.01 ,-0.10 ,0.09 ,0.19 ,0.02 ,0.12 ,0.04 ,10.2994754 ,9.3550576 ,32.464 ,5.899 ,5.436 ,33.44 ,thin ,F8V ,6.52 ,0.528 ,28.00 ,-8.50 ,2.80 ,6243.0 ,4.32 ,1.20 ,1.30 ,
HIP 3245 ,0.18 ,0.04 ,-0.07 ,0.09 ,0.13 ,0.09 ,0.23 ,0.07 ,0.20 ,0.05 ,0.36 ,0.09 ,0.23 ,0.06 ,0.19 ,0.05 ,10.3315722 ,-46.0849863 ,51.401 ,9.370 ,-54.265 ,75.33 ,thin ,G8III ,4.59 ,0.953 ,10.90 ,-0.40 ,-17.50 ,4989.7 ,2.71 ,,12.01 ,
HIP 101550 ,-0.34 ,0.04 ,-0.07 ,0.09 ,0.09 ,0.09 ,0.03 ,0.07 ,-0.12 ,0.05 ,,,-0.18 ,0.06 ,-0.16 ,0.05 ,308.6921192 ,82.0113072 ,18.016 ,-22.494 ,205.358 ,207.37 ,thin ,K0 ,7.01 ,1.297 ,-57.50 ,1.10 ,7.00 ,4850.8 ,,,15.82 ,
HIP 3249 ,-0.45 ,0.02 ,-0.69 ,0.09 ,,,-0.51 ,0.07 ,-0.49 ,0.05 ,,,-0.09 ,0.06 ,0.08 ,0.05 ,10.3510652 ,-13.1721372 ,34.214 ,6.249 ,-8.140 ,35.72 ,thin ,K7-Vk ,10.67 ,1.176 ,-14.30 ,7.20 ,0.00 ,4174.0 ,4.33 ,0.67 ,0.70 ,
HIP 68796 ,-0.49 ,0.15 ,,,0.28 ,0.09 ,-0.39 ,0.12 ,-0.44 ,0.05 ,,,-0.43 ,0.02 ,-0.41 ,0.04 ,211.2377927 ,74.5735812 ,-9.843 ,-5.970 ,41.721 ,43.28 ,thin ,G2V ,8.21 ,0.590 ,-37.50 ,-3.50 ,4.10 ,5828.5 ,4.30 ,1.03 ,0.91 ,
HIP 68799 ,0.10 ,0.08 ,,,,,0.08 ,0.07 ,0.02 ,0.02 ,,,0.09 ,0.06 ,0.06 ,0.04 ,211.2445278 ,1.9497208 ,-46.398 ,-28.149 ,1.847 ,54.30 ,N/A ,G6V ,8.77 ,0.707 ,,,,5505.9 ,4.39 ,0.96 ,0.95 ,
HIP 68805 ,0.19 ,0.04 ,0.13 ,0.09 ,0.09 ,0.09 ,0.11 ,0.07 ,0.12 ,0.05 ,,,0.20 ,0.06 ,0.13 ,0.05 ,211.2945437 ,-9.0485072 ,-40.658 ,-24.715 ,-7.577 ,48.18 ,thin ,G2V ,8.08 ,0.612 ,-23.50 ,-12.40 ,-3.10 ,5952.5 ,4.49 ,1.10 ,1.07 ,
HIP 68807 ,-1.66 ,0.17 ,-2.07 ,0.01 ,-1.21 ,0.28 ,-1.39 ,0.09 ,-1.47 ,0.06 ,,,-1.45 ,0.23 ,-1.57 ,0.03 ,211.3042685 ,-14.8570711 ,-250.854 ,-152.547 ,-77.884 ,303.75 ,thick ,G6IV/VWF6 ,7.22 ,0.939 ,25.50 ,-190.90 ,111.90 ,4712.1 ,1.47 ,,26.54 ,
HIP 3272 ,-0.39 ,0.04 ,-0.21 ,0.09 ,-0.19 ,0.06 ,-0.29 ,0.07 ,-0.26 ,0.05 ,-0.25 ,0.09 ,-0.30 ,0.06 ,-0.32 ,0.05 ,10.4249733 ,20.1370748 ,53.860 ,9.909 ,20.081 ,58.33 ,thin ,F8 ,7.84 ,0.528 ,-12.70 ,-22.10 ,-11.70 ,6171.6 ,4.24 ,1.17 ,1.23 ,
HIP 36041 ,-0.10 ,0.07 ,,,,,-0.13 ,0.07 ,-0.15 ,0.05 ,,,,,,,111.4120820 ,9.2760904 ,-113.858 ,290.351 ,50.938 ,316.01 ,thin ,G6IIb ,4.99 ,0.991 ,8.70 ,-4.80 ,-12.40 ,4900.0 ,2.03 ,,30.83 ,
HIP 36042 ,0.09 ,0.01 ,,,,,-0.05 ,0.07 ,0.18 ,0.05 ,,,0.15 ,0.06 ,0.12 ,0.05 ,111.4123668 ,7.5608458 ,-92.461 ,235.784 ,33.617 ,255.49 ,N/A ,G8IIIBa2 ,8.00 ,1.025 ,,,,4892.0 ,,,8.72 ,
HIP 101578 ,-0.26 ,0.04 ,-0.20 ,0.09 ,-0.05 ,0.09 ,-0.18 ,0.07 ,-0.20 ,0.05 ,,,-0.05 ,0.06 ,-0.17 ,0.05 ,308.7951635 ,62.4688499 ,27.434 ,-34.127 ,84.003 ,94.73 ,thin ,K0 ,7.78 ,0.852 ,-86.40 ,-15.00 ,-17.40 ,5136.4 ,3.69 ,,3.00 ,
HIP 101579 ,-0.10 ,0.02 ,-0.08 ,0.09 ,-0.11 ,0.07 ,-0.05 ,0.07 ,-0.06 ,0.05 ,,,-0.03 ,0.06 ,-0.06 ,0.05 ,308.8029370 ,6.1270102 ,17.820 ,-22.161 ,3.053 ,28.60 ,thin ,K3V ,8.91 ,0.960 ,-39.50 ,-46.00 ,-43.10 ,4887.1 ,4.50 ,0.78 ,0.76 ,
2MASS 19414128+3844084 ,0.04 ,0.04 ,0.06 ,0.09 ,0.03 ,0.09 ,0.02 ,0.07 ,0.03 ,0.05 ,,,0.01 ,0.06 ,0.04 ,0.05 ,295.4220315 ,38.7356767 ,275.857 ,-580.378 ,515.478 ,823.80 ,N/A ,,,,,,,5822.0 ,4.15 ,1.10 ,1.20 ,
HIP 36046 ,-0.03 ,0.08 ,-0.20 ,0.06 ,-0.10 ,0.14 ,0.16 ,0.06 ,0.05 ,0.08 ,0.61 ,0.09 ,0.02 ,0.06 ,-0.05 ,0.01 ,111.4316512 ,27.7980791 ,-11.927 ,30.385 ,17.209 ,36.90 ,thin ,G9IIIb ,3.78 ,1.024 ,-13.80 ,-8.70 ,-21.50 ,4725.5 ,2.51 ,,10.70 ,
2MASS 19471749+4806271 ,-0.23 ,0.04 ,-0.16 ,0.16 ,-0.24 ,0.14 ,-0.11 ,0.02 ,-0.06 ,0.06 ,,,-0.11 ,0.06 ,-0.10 ,0.05 ,296.8228535 ,48.1075505 ,94.329 ,-186.554 ,233.047 ,313.07 ,N/A ,,,,,,,4873.5 ,4.42 ,0.76 ,0.81 ,
2MASS 18492618+4238587 ,0.07 ,0.04 ,0.02 ,0.09 ,0.17 ,0.09 ,0.09 ,0.07 ,0.06 ,0.05 ,,,0.19 ,0.06 ,0.23 ,0.05 ,282.3592509 ,42.6495897 ,63.436 ,-289.506 ,273.004 ,402.95 ,N/A ,,,,,,,6500.0 ,4.24 ,1.36 ,1.69 ,
